municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/11 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/04/11 07:00:00;;165,78;28;928,38;0088  
Carabaña                                    ;2020/04/11 07:00:00;;228,83;11;629,29;0357  
Talamanca de Jarama                         ;2020/04/11 07:00:00;13;415,07;20;638,57;1454  
Chapinería                                  ;2020/04/11 07:00:00;;131,12;6;262,24;0513  
Ciempozuelos                                ;2020/04/11 07:00:00;35;136,37;139;541,57;0409  
Ajalvir                                     ;2020/04/11 07:00:00;;105,35;9;189,63;0029  
San Lorenzo de El Escorial                  ;2020/04/11 07:00:00;22;124,19;62;349,99;1317  
Gascones                                    ;2020/04/11 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/11 07:00:00;16;78,57;59;289,71;1322  
Móstoles                                    ;2020/04/11 07:00:00;597;273,17;1412;646,09;0920  
Leganés                                     ;2020/04/11 07:00:00;1116;566,76;2388;1212,75;0745  
Braojos                                     ;2020/04/11 07:00:00;;621,12;;1242,24;0246  
Cubas de la Sagra                           ;2020/04/11 07:00:00;6;108,21;18;324,62;0506  
Algete                                      ;2020/04/11 07:00:00;46;207,16;78;351,27;0091  
Mejorada del Campo                          ;2020/04/11 07:00:00;63;257,08;146;595,77;0843  
Loeches                                     ;2020/04/11 07:00:00;21;302,99;46;663,68;0758  
Parla                                       ;2020/04/11 07:00:00;222;162,39;581;425;1065  
Fuentidueña de Tajo                         ;2020/04/11 07:00:00;;50,43;15;756,43;0604  
Ambite                                      ;2020/04/11 07:00:00;;601,2;6;1202,4;0112  
Torremocha de Jarama                        ;2020/04/11 07:00:00;;124,53;8;996,26;1533  
Anchuelo                                    ;2020/04/11 07:00:00;;261,78;7;916,23;0127  
Los Molinos                                 ;2020/04/11 07:00:00;15;374,34;36;898,43;0875  
Soto del Real                               ;2020/04/11 07:00:00;23;234,79;49;500,2;1441  
Valverde de Alcalá                          ;2020/04/11 07:00:00;;375,94;6;2255,64;1662  
Fuente el Saz de Jarama                     ;2020/04/11 07:00:00;14;163,93;20;234,19;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/11 07:00:00;;1470,59;;4411,76;0702  
Valdeolmos-Alalpardo                        ;2020/04/11 07:00:00;;73,8;8;295,2;1625  
Campo Real                                  ;2020/04/11 07:00:00;13;215,8;20;332,01;0339  
Valdeavero                                  ;2020/04/11 07:00:00;;94,97;7;664,77;1564  
Villamanrique de Tajo                       ;2020/04/11 07:00:00;;0;;293,69;1739  
Cobeña                                      ;2020/04/11 07:00:00;10;134,1;29;388,9;0416  
Fresnedillas de la Oliva                    ;2020/04/11 07:00:00;;73,53;;220,59;0565  
Valdilecha                                  ;2020/04/11 07:00:00;6;235,2;12;470,4;1659  
El Berrueco                                 ;2020/04/11 07:00:00;;778,82;7;1090,34;0210  
Pezuela de las Torres                       ;2020/04/11 07:00:00;;0;;384,62;1111  
Villar del Olmo                             ;2020/04/11 07:00:00;;199;;298,51;1795  
Guadarrama                                  ;2020/04/11 07:00:00;44;278,52;83;525,38;0685  
San Martín de Valdeiglesias                 ;2020/04/11 07:00:00;16;187,6;48;562,79;1338  
Torrelodones                                ;2020/04/11 07:00:00;40;154,24;101;389,45;1527  
Boadilla del Monte                          ;2020/04/11 07:00:00;67;126,81;193;365,27;0225  
Torrejón de Velasco                         ;2020/04/11 07:00:00;;126,55;14;354,34;1505  
Villanueva de Perales                       ;2020/04/11 07:00:00;;414,94;;414,94;1782  
Tielmes                                     ;2020/04/11 07:00:00;7;310,7;28;1242,79;1467  
San Sebastián de los Reyes                  ;2020/04/11 07:00:00;160;174,4;329;358,62;1343  
Guadalix de la Sierra                       ;2020/04/11 07:00:00;12;201,17;26;435,88;0679  
Humanes de Madrid                           ;2020/04/11 07:00:00;27;131,02;80;388,2;0730  
Chinchón                                    ;2020/04/11 07:00:00;13;251,89;23;445,65;0528  
Cadalso de los Vidrios                      ;2020/04/11 07:00:00;;32,86;;164,31;0318  
Hoyo de Manzanares                          ;2020/04/11 07:00:00;10;130,53;20;261,06;0724  
Torrejón de la Calzada                      ;2020/04/11 07:00:00;6;69,6;19;220,39;1492  
Estremera                                   ;2020/04/11 07:00:00;;164,74;;247,12;0552  
Corpa                                       ;2020/04/11 07:00:00;;0;6;1438,85;0480  
Meco                                        ;2020/04/11 07:00:00;29;207,41;114;815,33;0838  
Madarcos                                    ;2020/04/11 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/11 07:00:00;;186,68;;248,91;1837  
Arganda del Rey                             ;2020/04/11 07:00:00;119;205,37;266;459,06;0148  
Collado Mediano                             ;2020/04/11 07:00:00;7;106,5;12;182,57;0468  
Daganzo de Arriba                           ;2020/04/11 07:00:00;12;110,76;36;332,29;0534  
Manzanares El Real                          ;2020/04/11 07:00:00;14;161,51;27;311,49;0822  
Buitrago del Lozoya                         ;2020/04/11 07:00:00;;132,45;11;485,65;0278  
Valdelaguna                                 ;2020/04/11 07:00:00;;121,36;;121,36;1570  
Valdepiélagos                               ;2020/04/11 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/11 07:00:00;;88,03;9;264,08;0360  
Miraflores de la Sierra                     ;2020/04/11 07:00:00;10;181,23;28;507,43;0856  
Paracuellos de Jarama                       ;2020/04/11 07:00:00;25;108,65;60;260,77;1049  
El Vellón                                   ;2020/04/11 07:00:00;;211,27;11;774,65;1684  
Lozoya                                      ;2020/04/11 07:00:00;;0;;236,97;0761  
Collado Villalba                            ;2020/04/11 07:00:00;118;170,34;254;366,65;0474  
Colmenarejo                                 ;2020/04/11 07:00:00;9;111,26;22;271,97;0442  
Villavieja del Lozoya                       ;2020/04/11 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/11 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/11 07:00:00;6;197,95;9;296,93;0301  
Sevilla la Nueva                            ;2020/04/11 07:00:00;15;150,77;28;281,44;1415  
La Acebeda                                  ;2020/04/11 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/11 07:00:00;;0;;584,8;1219  
Robledillo de la Jara                       ;2020/04/11 07:00:00;;1851,85;;1851,85;1245  
La Serna del Monte                          ;2020/04/11 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/11 07:00:00;9;125,05;20;277,89;0437  
Rozas de Puerto Real                        ;2020/04/11 07:00:00;;255,1;;255,1;1283  
Valdemanco                                  ;2020/04/11 07:00:00;;135,14;;135,14;1586  
Brunete                                     ;2020/04/11 07:00:00;8;70,85;48;425,08;0262  
Titulcia                                    ;2020/04/11 07:00:00;;100,6;;503,02;1473  
Villa del Prado                             ;2020/04/11 07:00:00;22;333,48;47;712,45;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/11 07:00:00;;261,55;;261,55;9015  
Quijorna                                    ;2020/04/11 07:00:00;;254,71;12;611,31;1198  
Valdemoro                                   ;2020/04/11 07:00:00;85;111,26;552;722,53;1610  
Tres Cantos                                 ;2020/04/11 07:00:00;136;283,04;244;507,8;9036  
Torrelaguna                                 ;2020/04/11 07:00:00;8;158,1;14;276,68;1512  
Rivas-Vaciamadrid                           ;2020/04/11 07:00:00;188;218,27;444;515,49;1230  
El Atazar                                   ;2020/04/11 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/11 07:00:00;9;162,63;15;271,05;1087  
Santa María de la Alameda                   ;2020/04/11 07:00:00;;105,71;;105,71;1356  
Horcajuelo de la Sierra                     ;2020/04/11 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/11 07:00:00;55;210,82;122;467,63;0151  
Moralzarzal                                 ;2020/04/11 07:00:00;26;199,66;51;391,64;0908  
Canencia                                    ;2020/04/11 07:00:00;;271;;271;0344  
Villarejo de Salvanés                       ;2020/04/11 07:00:00;11;144,34;32;419,89;1809  
Serranillos del Valle                       ;2020/04/11 07:00:00;7;184,26;22;579,1;1408  
Villaviciosa de Odón                        ;2020/04/11 07:00:00;39;140,59;144;519,11;1816  
Camarma de Esteruelas                       ;2020/04/11 07:00:00;7;98,36;35;491,78;0323  
Robledo de Chavela                          ;2020/04/11 07:00:00;9;238,73;12;318,3;1258  
Patones                                     ;2020/04/11 07:00:00;;436,68;;873,36;1071  
Navalagamella                               ;2020/04/11 07:00:00;;44,44;;222,22;0954  
Rascafría                                   ;2020/04/11 07:00:00;;203,67;;339,44;1202  
El Boalo                                    ;2020/04/11 07:00:00;15;237,15;24;379,45;0231  
Majadahonda                                 ;2020/04/11 07:00:00;101;129,54;334;428,38;0800  
Batres                                      ;2020/04/11 07:00:00;;224,72;8;1797,75;0170  
Alcobendas                                  ;2020/04/11 07:00:00;207;170,77;465;383,62;0066  
Alcalá de Henares                           ;2020/04/11 07:00:00;453;216,7;2012;962,47;0053  
Colmenar Viejo                              ;2020/04/11 07:00:00;143;283,71;240;476,16;0455  
San Fernando de Henares                     ;2020/04/11 07:00:00;118;280,77;297;706,69;1300  
Villalbilla                                 ;2020/04/11 07:00:00;10;89,49;81;724,83;1723  
El Escorial                                 ;2020/04/11 07:00:00;13;78,2;45;270,71;0549  
Colmenar del Arroyo                         ;2020/04/11 07:00:00;;0;;259,24;0421  
Torrejón de Ardoz                           ;2020/04/11 07:00:00;184;133,05;804;581,39;1489  
Piñuécar-Gandullas                          ;2020/04/11 07:00:00;;0;;0;1147  
Brea de Tajo                                ;2020/04/11 07:00:00;;272,11;;408,16;0259  
El Molar                                    ;2020/04/11 07:00:00;15;156,35;24;250,16;0869  
Belmonte de Tajo                            ;2020/04/11 07:00:00;;0;;144,61;0199  
Torres de la Alameda                        ;2020/04/11 07:00:00;20;242,72;57;691,75;1548  
Somosierra                                  ;2020/04/11 07:00:00;;1612,9;;1612,9;1436  
Alpedrete                                   ;2020/04/11 07:00:00;27;187,07;72;498,86;0105  
Orusco de Tajuña                            ;2020/04/11 07:00:00;10;905,8;16;1449,28;1028  
La Hiruela                                  ;2020/04/11 07:00:00;;9090,91;;9090,91;0698  
Cervera de Buitrago                         ;2020/04/11 07:00:00;;925,93;;1851,85;0395  
Getafe                                      ;2020/04/11 07:00:00;347;181,3;849;443,58;0650  
Ribatejada                                  ;2020/04/11 07:00:00;;0;;227,79;1224  
Villaconejos                                ;2020/04/11 07:00:00;;22,54;8;180,34;1701  
Valdetorres de Jarama                       ;2020/04/11 07:00:00;;125,72;12;301,73;1646  
Madrid-Retiro                               ;2020/04/10 07:00:00;423;380,48;1053;947,16;079603
Madrid-Salamanca                            ;2020/04/10 07:00:00;447;284,1;1110;705,47;079604
Madrid-Centro                               ;2020/04/10 07:00:00;371;260,85;757;532,24;079601
Madrid-Arganzuela                           ;2020/04/10 07:00:00;527;295,4;1118;626,67;079602
Madrid-Chamartín                            ;2020/04/10 07:00:00;473;322,02;1091;742,76;079605
Madrid-Tetuán                               ;2020/04/10 07:00:00;689;421,46;1504;920;079606
Madrid-Chamberí                             ;2020/04/10 07:00:00;408;274,78;955;643,18;079607
Madrid-Fuencarral-El Pardo                  ;2020/04/10 07:00:00;985;438,67;2054;914,76;079608
Madrid-Moncloa-Aravaca                      ;2020/04/10 07:00:00;379;298,7;830;654,14;079609
Madrid-Latina                               ;2020/04/10 07:00:00;690;276,47;1778;712,42;079610
Madrid-Carabanchel                          ;2020/04/10 07:00:00;614;249,17;1726;700,44;079611
Madrid-Usera                                ;2020/04/10 07:00:00;345;232,4;1016;684,4;079612
Madrid-Puente de Vallecas                   ;2020/04/10 07:00:00;990;387,12;2271;888,03;079613
Madrid-San Blas - Canillejas                ;2020/04/10 07:00:00;427;307,47;1019;733,75;079620
Madrid-Barajas                              ;2020/04/10 07:00:00;140;265,75;319;605,53;079621
Madrid-Moratalaz                            ;2020/04/10 07:00:00;449;461,1;980;1006,41;079614
Madrid-Ciudad Lineal                        ;2020/04/10 07:00:00;695;262,61;1536;580,38;079615
Madrid-Hortaleza                            ;2020/04/10 07:00:00;542;256,54;1259;595,91;079616
Madrid-Villaverde                           ;2020/04/10 07:00:00;335;210,63;1023;643,22;079617
Madrid-Villa de Vallecas                    ;2020/04/10 07:00:00;339;317,92;973;912,51;079618
Madrid-Vicálvaro                            ;2020/04/10 07:00:00;273;379,76;612;851,32;079619
Pozuelo de Alarcón                          ;2020/04/10 07:00:00;136;154,02;434;491,51;1150  
Alcorcón                                    ;2020/04/10 07:00:00;646;369,48;1184;677,19;0072  
Navalcarnero                                ;2020/04/10 07:00:00;42;148,78;112;396,76;0967  
San Agustín del Guadalix                    ;2020/04/10 07:00:00;18;123,6;32;219,73;1296  
Las Rozas de Madrid                         ;2020/04/10 07:00:00;239;249,35;469;489,32;1277  
Moraleja de Enmedio                         ;2020/04/10 07:00:00;6;112,02;18;336,07;0894  
Valdaracete                                 ;2020/04/10 07:00:00;;658,98;;823,72;1551  
Pozuelo del Rey                             ;2020/04/10 07:00:00;;0;;202,02;1163  
Puebla de la Sierra                         ;2020/04/10 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/10 07:00:00;;80,58;6;161,16;1104  
Valdemorillo                                ;2020/04/10 07:00:00;16;132;25;206,25;1603  
Navalafuente                                ;2020/04/10 07:00:00;;251,89;;377,83;0941  
Velilla de San Antonio                      ;2020/04/10 07:00:00;25;200,11;51;408,23;1678  
Villanueva de la Cañada                     ;2020/04/10 07:00:00;25;102,53;66;270,67;1760  
Villanueva del Pardillo                     ;2020/04/10 07:00:00;13;76,97;58;343,42;1776  
Nuevo Baztán                                ;2020/04/10 07:00:00;7;105,31;23;346,02;1006  
Villamantilla                               ;2020/04/10 07:00:00;;118,48;7;829,38;1757  
Villamanta                                  ;2020/04/10 07:00:00;;234,63;6;281,56;1744  
Cabanillas de la Sierra                     ;2020/04/10 07:00:00;;690,85;9;1554,4;0297  
Cenicientos                                 ;2020/04/10 07:00:00;;152,98;15;764,92;0376  
Puentes Viejas                              ;2020/04/10 07:00:00;;0;;218,82;9020  
Aranjuez                                    ;2020/04/10 07:00:00;153;241,21;343;540,75;0133  
Cercedilla                                  ;2020/04/10 07:00:00;34;454,12;68;908,24;0382  
Santorcaz                                   ;2020/04/10 07:00:00;;176,68;7;1236,75;1369  
Coslada                                     ;2020/04/10 07:00:00;268;303,16;608;687,76;0493  
Morata de Tajuña                            ;2020/04/10 07:00:00;15;193,12;77;991,37;0915  
Robregordo                                  ;2020/04/10 07:00:00;;0;;0;1261  
Navarredonda y San Mamés                    ;2020/04/10 07:00:00;;0;;1204,82;0973  
Venturada                                   ;2020/04/10 07:00:00;;70,82;;70,82;1697  
Navacerrada                                 ;2020/04/10 07:00:00;;143,47;9;322,81;0936  
Montejo de la Sierra                        ;2020/04/10 07:00:00;;279,33;;279,33;0881  
Fresno de Torote                            ;2020/04/10 07:00:00;;333,06;13;1082,43;0571  
Pinilla del Valle                           ;2020/04/10 07:00:00;;0;;0;1126  
Valdemaqueda                                ;2020/04/10 07:00:00;;233,92;;350,88;1599  
Navas del Rey                               ;2020/04/10 07:00:00;6;203,8;42;1426,63;0992  
Olmeda de las Fuentes                       ;2020/04/10 07:00:00;;0;;1244,81;1013  
Bustarviejo                                 ;2020/04/10 07:00:00;;225,1;;281,37;0284  
Becerril de la Sierra                       ;2020/04/10 07:00:00;11;190,58;20;346,5;0186  
Fuenlabrada                                 ;2020/04/10 07:00:00;447;219,1;1147;562,21;0587  
Garganta de los Montes                      ;2020/04/10 07:00:00;;0;;364,96;0626  
Pinto                                       ;2020/04/10 07:00:00;57;107,24;169;317,96;1132  
Alameda del Valle                           ;2020/04/10 07:00:00;;0;;0;0035  
Berzosa del Lozoya                          ;2020/04/10 07:00:00;;657,89;;657,89;0203  
Los Santos de la Humosa                     ;2020/04/10 07:00:00;;178,68;17;1012,51;1375  
El Álamo                                    ;2020/04/10 07:00:00;13;131,67;30;303,86;0040  
Pelayos de la Presa                         ;2020/04/10 07:00:00;;150,09;15;562,85;1090  
Galapagar                                   ;2020/04/10 07:00:00;54;162,8;125;376,85;0611  
Griñón                                      ;2020/04/10 07:00:00;24;207,86;57;493,68;0663  
Gargantilla del Lozoya y Pinilla de Buitrago;2020/04/10 07:00:00;;0;;1027,4;0632  
Aldea del Fresno                            ;2020/04/10 07:00:00;6;198,94;28;928,38;0088  
Carabaña                                    ;2020/04/10 07:00:00;;228,83;11;629,29;0357  
Talamanca de Jarama                         ;2020/04/10 07:00:00;14;447;19;606,64;1454  
Chapinería                                  ;2020/04/10 07:00:00;;131,12;6;262,24;0513  
Ciempozuelos                                ;2020/04/10 07:00:00;38;148,06;139;541,57;0409  
Ajalvir                                     ;2020/04/10 07:00:00;;84,28;8;168,56;0029  
San Lorenzo de El Escorial                  ;2020/04/10 07:00:00;26;146,77;60;338,7;1317  
Gascones                                    ;2020/04/10 07:00:00;;0;;0;0647  
San Martín de la Vega                       ;2020/04/10 07:00:00;14;68,75;56;274,98;1322  
Móstoles                                    ;2020/04/10 07:00:00;665;304,28;1374;628,7;0920  
Leganés                                     ;2020/04/10 07:00:00;1167;592,66;2266;1150,79;0745  
Braojos                                     ;2020/04/10 07:00:00;;621,12;;1242,24;0246  
Cubas de la Sagra                           ;2020/04/10 07:00:00;6;108,21;17;306,58;0506  
Algete                                      ;2020/04/10 07:00:00;53;238,68;74;333,26;0091  
Mejorada del Campo                          ;2020/04/10 07:00:00;68;277,48;142;579,45;0843  
Loeches                                     ;2020/04/10 07:00:00;23;331,84;45;649,26;0758  
Parla                                       ;2020/04/10 07:00:00;240;175,56;569;416,22;1065  
Fuentidueña de Tajo                         ;2020/04/10 07:00:00;;100,86;15;756,43;0604  
Ambite                                      ;2020/04/10 07:00:00;;601,2;6;1202,4;0112  
Torremocha de Jarama                        ;2020/04/10 07:00:00;;249,07;8;996,26;1533  
Anchuelo                                    ;2020/04/10 07:00:00;;261,78;7;916,23;0127  
Los Molinos                                 ;2020/04/10 07:00:00;16;399,3;36;898,43;0875  
Soto del Real                               ;2020/04/10 07:00:00;25;255,21;49;500,2;1441  
Valverde de Alcalá                          ;2020/04/10 07:00:00;;1127,82;6;2255,64;1662  
Fuente el Saz de Jarama                     ;2020/04/10 07:00:00;12;140,52;17;199,06;0590  
Horcajo de la Sierra-Aoslos                 ;2020/04/10 07:00:00;;1470,59;;4411,76;0702  
Valdeolmos-Alalpardo                        ;2020/04/10 07:00:00;;73,8;8;295,2;1625  
Campo Real                                  ;2020/04/10 07:00:00;14;232,4;20;332,01;0339  
Valdeavero                                  ;2020/04/10 07:00:00;;94,97;7;664,77;1564  
Villamanrique de Tajo                       ;2020/04/10 07:00:00;;0;;293,69;1739  
Cobeña                                      ;2020/04/10 07:00:00;11;147,51;28;375,49;0416  
Fresnedillas de la Oliva                    ;2020/04/10 07:00:00;;73,53;;220,59;0565  
Valdilecha                                  ;2020/04/10 07:00:00;;196;11;431,2;1659  
El Berrueco                                 ;2020/04/10 07:00:00;7;1090,34;7;1090,34;0210  
Pezuela de las Torres                       ;2020/04/10 07:00:00;;0;;384,62;1111  
Villar del Olmo                             ;2020/04/10 07:00:00;;199;;298,51;1795  
Guadarrama                                  ;2020/04/10 07:00:00;50;316,5;82;519,05;0685  
San Martín de Valdeiglesias                 ;2020/04/10 07:00:00;16;187,6;47;551,06;1338  
Torrelodones                                ;2020/04/10 07:00:00;55;212,08;101;389,45;1527  
Boadilla del Monte                          ;2020/04/10 07:00:00;72;136,27;186;352,03;0225  
Torrejón de Velasco                         ;2020/04/10 07:00:00;6;151,86;15;379,65;1505  
Villanueva de Perales                       ;2020/04/10 07:00:00;;414,94;;414,94;1782  
Tielmes                                     ;2020/04/10 07:00:00;7;310,7;28;1242,79;1467  
San Sebastián de los Reyes                  ;2020/04/10 07:00:00;185;201,65;309;336,82;1343  
Guadalix de la Sierra                       ;2020/04/10 07:00:00;11;184,41;25;419,11;0679  
Humanes de Madrid                           ;2020/04/10 07:00:00;31;150,43;77;373,64;0730  
Chinchón                                    ;2020/04/10 07:00:00;13;251,89;22;426,27;0528  
Cadalso de los Vidrios                      ;2020/04/10 07:00:00;;32,86;;164,31;0318  
Hoyo de Manzanares                          ;2020/04/10 07:00:00;10;130,53;19;248,01;0724  
Torrejón de la Calzada                      ;2020/04/10 07:00:00;7;81,2;20;231,99;1492  
Estremera                                   ;2020/04/10 07:00:00;;164,74;;247,12;0552  
Corpa                                       ;2020/04/10 07:00:00;;239,81;6;1438,85;0480  
Meco                                        ;2020/04/10 07:00:00;29;207,41;112;801,03;0838  
Madarcos                                    ;2020/04/10 07:00:00;;0;;0;0783  
Zarzalejo                                   ;2020/04/10 07:00:00;;186,68;;248,91;1837  
Arganda del Rey                             ;2020/04/10 07:00:00;126;217,45;262;452,16;0148  
Collado Mediano                             ;2020/04/10 07:00:00;8;121,71;12;182,57;0468  
Daganzo de Arriba                           ;2020/04/10 07:00:00;13;119,99;36;332,29;0534  
Manzanares El Real                          ;2020/04/10 07:00:00;15;173,05;24;276,88;0822  
Buitrago del Lozoya                         ;2020/04/10 07:00:00;;176,6;11;485,65;0278  
Valdelaguna                                 ;2020/04/10 07:00:00;;121,36;;121,36;1570  
Valdepiélagos                               ;2020/04/10 07:00:00;;0;;0;1631  
Casarrubuelos                               ;2020/04/10 07:00:00;;146,71;9;264,08;0360  
Miraflores de la Sierra                     ;2020/04/10 07:00:00;11;199,35;27;489,31;0856  
Paracuellos de Jarama                       ;2020/04/10 07:00:00;31;134,73;59;256,42;1049  
El Vellón                                   ;2020/04/10 07:00:00;;281,69;11;774,65;1684  
Lozoya                                      ;2020/04/10 07:00:00;;0;;236,97;0761  
Collado Villalba                            ;2020/04/10 07:00:00;127;183,33;251;362,32;0474  
Colmenarejo                                 ;2020/04/10 07:00:00;9;111,26;21;259,61;0442  
Villavieja del Lozoya                       ;2020/04/10 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/10 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/10 07:00:00;;164,96;8;263,94;0301  
Sevilla la Nueva                            ;2020/04/10 07:00:00;17;170,87;28;281,44;1415  
La Acebeda                                  ;2020/04/10 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/10 07:00:00;;0;;584,8;1219  
Robledillo de la Jara                       ;2020/04/10 07:00:00;;1851,85;;1851,85;1245  
La Serna del Monte                          ;2020/04/10 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/10 07:00:00;8;111,16;19;264;0437  
Rozas de Puerto Real                        ;2020/04/10 07:00:00;;255,1;;255,1;1283  
Valdemanco                                  ;2020/04/10 07:00:00;;0;;0;1586  
Brunete                                     ;2020/04/10 07:00:00;9;79,7;48;425,08;0262  
Titulcia                                    ;2020/04/10 07:00:00;;201,21;;503,02;1473  
Villa del Prado                             ;2020/04/10 07:00:00;25;378,96;43;651,81;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/10 07:00:00;;261,55;;261,55;9015  
Quijorna                                    ;2020/04/10 07:00:00;;254,71;12;611,31;1198  
Valdemoro                                   ;2020/04/10 07:00:00;83;108,64;539;705,52;1610  
Tres Cantos                                 ;2020/04/10 07:00:00;143;297,61;240;499,48;9036  
Torrelaguna                                 ;2020/04/10 07:00:00;9;177,87;12;237,15;1512  
Rivas-Vaciamadrid                           ;2020/04/10 07:00:00;193;224,08;433;502,72;1230  
El Atazar                                   ;2020/04/10 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/10 07:00:00;9;162,63;15;271,05;1087  
Santa María de la Alameda                   ;2020/04/10 07:00:00;;105,71;;105,71;1356  
Horcajuelo de la Sierra                     ;2020/04/10 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/10 07:00:00;62;237,65;120;459,96;0151  
Moralzarzal                                 ;2020/04/10 07:00:00;30;230,38;51;391,64;0908  
Canencia                                    ;2020/04/10 07:00:00;;271;;271;0344  
Villarejo de Salvanés                       ;2020/04/10 07:00:00;14;183,7;32;419,89;1809  
Serranillos del Valle                       ;2020/04/10 07:00:00;7;184,26;21;552,78;1408  
Villaviciosa de Odón                        ;2020/04/10 07:00:00;46;165,83;141;508,29;1816  
Camarma de Esteruelas                       ;2020/04/10 07:00:00;8;112,41;35;491,78;0323  
Robledo de Chavela                          ;2020/04/10 07:00:00;7;185,68;10;265,25;1258  
Patones                                     ;2020/04/10 07:00:00;;436,68;;655,02;1071  
Navalagamella                               ;2020/04/10 07:00:00;;44,44;;222,22;0954  
Rascafría                                   ;2020/04/10 07:00:00;;203,67;;339,44;1202  
El Boalo                                    ;2020/04/10 07:00:00;13;205,53;22;347,83;0231  
Majadahonda                                 ;2020/04/10 07:00:00;114;146,21;330;423,25;0800  
Batres                                      ;2020/04/10 07:00:00;;224,72;8;1797,75;0170  
Alcobendas                                  ;2020/04/10 07:00:00;238;196,35;448;369,59;0066  
Alcalá de Henares                           ;2020/04/10 07:00:00;507;242,53;1987;950,51;0053  
Colmenar Viejo                              ;2020/04/10 07:00:00;142;281,73;228;452,35;0455  
San Fernando de Henares                     ;2020/04/10 07:00:00;128;304,57;287;682,89;1300  
Villalbilla                                 ;2020/04/10 07:00:00;14;125,28;78;697,99;1723  
El Escorial                                 ;2020/04/10 07:00:00;15;90,24;42;252,66;0549  
Colmenar del Arroyo                         ;2020/04/10 07:00:00;;0;;259,24;0421  
Torrejón de Ardoz                           ;2020/04/10 07:00:00;195;141,01;792;572,71;1489  
Piñuécar-Gandullas                          ;2020/04/10 07:00:00;;0;;0;1147  
Brea de Tajo                                ;2020/04/10 07:00:00;;272,11;;408,16;0259  
El Molar                                    ;2020/04/10 07:00:00;16;166,77;23;239,73;0869  
Belmonte de Tajo                            ;2020/04/10 07:00:00;;0;;144,61;0199  
Torres de la Alameda                        ;2020/04/10 07:00:00;20;242,72;56;679,61;1548  
Somosierra                                  ;2020/04/10 07:00:00;;1612,9;;1612,9;1436  
Alpedrete                                   ;2020/04/10 07:00:00;29;200,93;71;491,93;0105  
Orusco de Tajuña                            ;2020/04/10 07:00:00;11;996,38;16;1449,28;1028  
La Hiruela                                  ;2020/04/10 07:00:00;;9090,91;;9090,91;0698  
Cervera de Buitrago                         ;2020/04/10 07:00:00;;925,93;;925,93;0395  
Getafe                                      ;2020/04/10 07:00:00;376;196,45;821;428,95;0650  
Ribatejada                                  ;2020/04/10 07:00:00;;0;;227,79;1224  
Villaconejos                                ;2020/04/10 07:00:00;;22,54;8;180,34;1701  
Valdetorres de Jarama                       ;2020/04/10 07:00:00;;125,72;11;276,59;1646  
Madrid-Retiro                               ;2020/04/09 07:00:00;474;426,36;1033;929,17;079603
Madrid-Salamanca                            ;2020/04/09 07:00:00;515;327,31;1103;701,03;079604
Madrid-Centro                               ;2020/04/09 07:00:00;394;277,02;740;520,29;079601
Madrid-Arganzuela                           ;2020/04/09 07:00:00;585;327,91;1092;612,1;079602
Madrid-Chamartín                            ;2020/04/09 07:00:00;516;351,3;1079;734,59;079605
Madrid-Tetuán                               ;2020/04/09 07:00:00;759;464,28;1490;911,44;079606
Madrid-Chamberí                             ;2020/04/09 07:00:00;504;339,44;927;624,32;079607
Madrid-Fuencarral-El Pardo                  ;2020/04/09 07:00:00;1071;476,98;2019;899,17;079608
Madrid-Moncloa-Aravaca                      ;2020/04/09 07:00:00;424;334,16;803;632,86;079609
Madrid-Latina                               ;2020/04/09 07:00:00;942;377,45;1745;699,2;079610
Madrid-Carabanchel                          ;2020/04/09 07:00:00;769;312,07;1690;685,83;079611
Madrid-Usera                                ;2020/04/09 07:00:00;452;304,48;973;655,43;079612
Madrid-Puente de Vallecas                   ;2020/04/09 07:00:00;1115;436;2243;877,08;079613
